Link(url='https://twitter.com/ThePuneMirror', text='Follow', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/selena-gomez/punephotos/35736302.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/eva-longoria/punephotos/35736403.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/angelina-jolie/punephotos/35686660.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/madonna/punephotos/35686605.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/heropanti/punephotos/35606792.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cannes-watch/Cannes-Watch-Kristen-Stewart-and-Juliette-Binoche/punephotos/35603777.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/vin-diesel/punephotos/35442490.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/priyanka-chopra/punephotos/35442648.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cannes-watch/punephotos/35442543.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cannes-watch/punephotos/35442434.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/paris-hilton/punephotos/35438311.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cannes-watch/punephotos/35438540.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cameron-diaz/punephotos/35393211.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/keira-knightley/punephotos/35392227.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/citylights/punephotos/35218153.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/carmen-carrera/punephotos/35219271.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/tyra-banks/punephotos/35219224.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ek-villain/punephotos/35217195.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/bradley-cooper/punephotos/35217283.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/prabhu-dheva/punephotos/35116429.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alia-bhatt/punephotos/35067335.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/anne-hathaway/punephotos/34789220.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/hugh-jackman/punephotos/34891239.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-eminem/punephotos/34888287.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katy-perry/punephotos/34891272.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/miley-cyrus/punephotos/34888043.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/pallavi-sharda/punephotos/34843355.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/angelina-jolie/punephotos/34843292.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/britney-spears/punephotos/34789037.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emma-thompson/punephotos/34789148.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kangana-ranaut/punephotos/34785784.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emma-watson/punephotos/34785461.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sidharth-malhotra/punephotos/34785632.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-hudson/punephotos/34736864.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/miranda-kerr/punephotos/34737537.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/charlize-theron/punephotos/34736963.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emma-stone/punephotos/34736466.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/peaches-geldolf/punephotos/34638563.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lawerence/Jennifer-Lawerence-1/punephotos/34638504.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cameron-diaz/punephotos/34435689.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/selena-gomez/punephotos/34435634.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/vidya-balan/punephotos/34389706.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/rihanna/punephotos/34387580.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sonakshi-sinha/punephotos/34380214.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/khloe-kardashian/punephotos/34380072.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lisa-haydon/punephotos/34380058.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/selena-gomez/punephotos/34379698.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/james-franco/punephotos/34379566.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/avril-lavigne/punephotos/34210885.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cameron-diaz/punephotos/34210934.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katie-holmes/punephotos/34205656.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/taylor-swift/punephotos/34205615.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kangana-ranaut/punephotos/34203498.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sonali-bendre/sonali_1/punephotos/34203195.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-hudson/punephotos/34122239.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/drew-barrymore/punephotos/34123253.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/robert-pattinson/punephotos/34122436.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emma-stone/punephotos/34079917.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-aniston/punephotos/34079940.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lindsay-lohan/punephotos/34078795.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/taapsee-pannu/punephotos/34014202.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kim-kardashian/punephotos/34012914.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/britney-spears/punephotos/34007268.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amber-heard/punephotos/33871414.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/revolver-rani/Kangana-Ranaut/punephotos/33832028.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jessica-alba/punephotos/33788133.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kaanchi/punephotos/33783691.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kim-kardashian/punephotos/33753499.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katy-perry/punephotos/33710976.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katherine-heigl/punephotos/33670199.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-hudson/punephotos/33620911.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/miley-cyrus/punephotos/33611448.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/aamir-khan/punephotos/33571668.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/shah-rukh-khan/punephotos/33514269.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/johnny-depp/punephotos/33507149.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/scarlett-johansson/punephotos/33506472.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/hollywood-pic/Anne-Hathaway/punephotos/33455238.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ranveer-singh/punephotos/33565442.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/punephotos/32838168.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/punephotos/32838164.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/news/the-days-best-picture/images-7/punephotos/32838196.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/news/the-days-best-picture/images/punephotos/32838218.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/news/the-days-best-picture/images-8/punephotos/32838205.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/other-sport/christmas/punephotos/31936060.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/news/india/articlelist/30791189.cms', text='India', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/news/world/articlelist/30791093.cms', text='World', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/news/business/articlelist/30791149.cms', text='Business', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/news/india/JK-Martyrs-Day-brings-PDP-BJP-rift-to-the-fore/articleshow/48058424.cms', text='INDIA', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/news/world/Iran-talks-hit-final-stage-but-deal-remains-elusive/articleshow/48059459.cms', text='WORLD', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/sports/cricket/articlelist/30792196.cms', text='Cricket', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/sports/others/articlelist/30792094.cms', text='Others', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/sports/cricket/D-DAY-FOR-CSK-RR/articleshow/48060821.cms', text='CRICKET', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/sports/others/Meet-Indias-tennis-wonder/articleshow/48060936.cms', text='TENNIS', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/ask-the-sexpert/articlelist/30791688.cms', text='Ask The Sexpert', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/letters-to-the-editor/articlelist/30791594.cms', text='Letter to the Editor', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/columnists/articlelist/30791537.cms', text='Columnists', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/columnists/r-raja-rao/KRISHNA/articleshow/48059834.cms', text='COLUMNISTS', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/columnists/usman-rangeela/Bangalore-trips-while-hosting-high-voltage-racing/articleshow/48060700.cms', text='COLUMNISTS', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/columnists/gouri-athale/A-Midas-touch-for-litter/articleshow/48045496.cms', text='COLUMNISTS', fragment='', nofollow=False)
Link(url='http://timesofindia.indiatimes.com/sports/ipl-2015/sphome/46780979.cms', text='IPL 2015', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/%20http://timesofindia.indiatimes.com/sports/ipl-2015/schedule/ipl2015schedule.cms', text='IPL 2015 Schedule', fragment='', nofollow=False)
Link(url='https://www.facebook.com/thepunemirror', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/ask-the-sexpert/I-want-to-undergo-circumcision-What-is-the-duration-of-rest-that-the-procedure-requires-/sexpertanswer.cms?cid=25336', text='I want to undergo circumcision. What is the duration of rest that the procedure requires?', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/ask-the-sexpert/I-think-I-ll-soon-have-to-visit-a-gynaecologist-for-the-first-time-Do-I-need-to-shave-my-pubic-hair-/sexpertanswer.cms?cid=25334', text="I think I'll soon have to visit a gynaecologist for the first time. Do I need to shave my pubic hair?", fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/ask-the-sexpert/People-say-that-eating-a-lot-of-mint-reduces-the-sperm-count-Is-this-true-/sexpertanswer.cms?cid=25332', text='People say that eating a lot of mint reduces the sperm count. Is this true?', fragment='', nofollow=False)
Link(url='http://www.happytrips.com/destinations/12-stunning-places-you-should-visit-in-2014/ss31939198.cms', text='12 stunning places you should visit i...', fragment='', nofollow=False)
Link(url='http://www.happytrips.com/coorg/travel-guide/experience-monsoon-in-coorg/gs48068350.cms', text='Experience monsoon in Coorg', fragment='', nofollow=False)
Link(url='http://www.happytrips.com/destinations/ten-countries-that-deserve-more-tourists/as45561728.cms', text='Ten countries that deserve more touri...', fragment='', nofollow=False)
Link(url='http://www.happytrips.com/india/travel-guide/the-best-heritage-hotels-in-india/gs33866510.cms', text='The best heritage hotels in India', fragment='', nofollow=False)
Link(url='http://timesofindia.indiatimes.com/', text='Times of India', fragment='', nofollow=False)
Link(url='http://economictimes.indiatimes.com/', text='Economic Times', fragment='', nofollow=False)
Link(url='http://epaper.timesofindia.com/index.asp', text='E-paper', fragment='', nofollow=False)
Link(url='http://epaper.timesofindia.com/daily/mpaper/index.html', text='M-Paper', fragment='', nofollow=False)
Link(url='http://www.lifehacker.co.in/', text='Lifehacker India', fragment='', nofollow=False)
Link(url='http://www.gizmodo.in/', text='Gizmodo India', fragment='', nofollow=False)
Link(url='http://www.happytrips.com/weekend-getaways', text='Weekend Getaways from Pune', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/articlelist/30790647.cms', text='Others', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/columns/talk-of-the-town/articlelist/30791654.cms', text='Talk of the Town', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/leisure/articlelist/30794432.cms', text='Leisure', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/sunday-read/articlelist/30790972.cms', text='Sunday Read', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/sci-tech/articlelist/30790944.cms', text='Sci Tech', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/people/articlelist/30790892.cms', text='People', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/special/articlelist/30790859.cms', text='Special', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/food/articlelist/30790778.cms', text='Food', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/health/articlelist/30790757.cms', text='Health', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/others/style/articlelist/30790740.cms', text='Style', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/aboutus.cms', text='About Us', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/advertisewithus.cms', text='Advertise with us', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/termsofuse.cms', text='Terms of Use and Grievance Redressal Policy', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/privacypolicy.cms', text='Privacy Policy', fragment='', nofollow=False)
